,ID,Sexe,Motorisé,PropriétaireImmobilier,NombreEnfants,RevenuAnnuel,SecteurActivité,NiveauEducation,EtatCivil,TypeLogement,CategorieEmploi,MembreFamille,Age,Experience,Approuvée,target
3769,5023532,F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,56,18,No,0
3770,5023533,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,38,2,No,0
3771,5023534,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,38,2,Yes,1
3772,5023535,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,38,2,No,0
3773,5023536,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,38,2,Yes,1
3774,5023537,F,N,Y,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,38,2,No,0
3776,5023540,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,43,10,No,0
3777,5023541,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,43,10,No,0
3778,5023542,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,43,10,No,0
3779,5023543,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,43,10,No,0
3780,5023544,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,43,10,No,0
3781,5023545,F,N,Y,0,90000,State servant,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,43,10,No,0
3782,5023546,M,Y,Y,0,90900,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,6,No,0
3783,5023547,M,Y,Y,0,90900,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,6,No,0
3784,5023548,M,Y,Y,0,90900,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,6,No,0
3785,5023549,M,Y,Y,0,90900,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,6,No,0
3786,5023550,M,Y,Y,0,90900,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,59,6,No,0
3787,5023551,F,N,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,33,5,No,0
3788,5023552,F,N,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,33,5,No,0
3789,5023553,F,N,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,33,5,No,0
3790,5023554,F,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,48,23,No,0
3791,5023555,F,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,48,23,No,0
3792,5023556,F,N,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,48,23,No,0
3793,5023558,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,48,27,No,0
3794,5023559,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,48,27,No,0
3795,5023560,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,48,27,No,0
3796,5023562,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,48,27,No,0
3797,5023563,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,48,27,No,0
3798,5023564,F,N,Y,0,202500,Working,Secondary / secondary special,Widow,House / apartment,Accountants,1,48,27,No,0
3799,5023566,M,Y,Y,3,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,5,33,3,No,0
3800,5023567,M,Y,Y,3,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,5,33,3,No,0
3810,5023584,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,39,17,No,0
3811,5023585,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,39,17,No,0
3812,5023587,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,39,17,No,0
3813,5023588,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,39,17,No,0
3814,5023589,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,39,17,No,0
3815,5023590,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,39,17,No,0
3816,5023591,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,39,17,No,0
3817,5023592,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,39,17,No,0
3818,5023593,M,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,39,17,No,0
3822,5023598,F,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,47,1,No,0
3823,5023599,F,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,47,1,No,0
3824,5023600,F,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,47,1,No,0
3825,5023602,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,4,No,0
3826,5023603,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,4,No,0
3827,5023604,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,4,No,0
3828,5023605,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,4,No,0
3832,5023611,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,0,No,0
3833,5023612,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,0,No,0
3834,5023613,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,0,No,0
3835,5023614,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,0,No,0
3836,5023615,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,0,No,0
3837,5023616,M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,48,0,No,0
3838,5023617,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,29,1,No,0
3839,5023618,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,29,1,No,0
3840,5023619,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,29,1,No,0
3841,5023621,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,29,1,No,0
3842,5023622,F,N,Y,2,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,4,29,1,No,0
3843,5023623,F,N,N,2,180000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,37,8,No,0
3844,5023624,F,N,N,2,180000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,37,8,No,0
3845,5023626,F,N,N,2,180000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,37,8,No,0
3846,5023627,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,36,0,No,0
3847,5023628,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,36,0,No,0
3848,5023629,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,36,0,No,0
3849,5023630,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,36,0,No,0
3850,5023631,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,36,0,No,0
3851,5023632,F,N,Y,0,270000,Commercial associate,Secondary / secondary special,Widow,House / apartment,Accountants,1,36,0,No,0
3852,5023635,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,33,6,No,0
3853,5023636,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,33,6,No,0
3854,5023638,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,33,6,No,0
3855,5023639,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,40,6,No,0
3856,5023640,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,40,6,Yes,1
3857,5023644,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,40,6,Yes,1
3858,5023645,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,40,6,Yes,1
3859,5023646,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,40,6,No,0
3860,5023647,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,40,6,No,0
3861,5023650,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,28,3,No,0
3862,5023651,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,28,3,No,0
3863,5023652,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,28,3,No,0
3864,5023655,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,28,3,No,0
3865,5023656,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,28,3,No,0
3866,5023657,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,Accountants,1,28,3,No,0
3867,5023660,M,N,Y,2,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,38,2,No,0
3868,5023661,M,N,Y,2,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,38,2,No,0
3869,5023662,M,N,Y,2,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,38,2,No,0
3870,5023663,M,N,Y,2,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,38,2,No,0
3871,5023664,M,N,Y,2,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,38,2,No,0
3872,5023665,M,N,Y,2,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,38,2,No,0
3873,5023666,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,4,No,0
3874,5023668,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,4,No,0
3875,5023671,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,4,No,0
3876,5023672,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,4,No,0
3877,5023673,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,4,No,0
3878,5023674,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,4,No,0
3879,5023675,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,4,No,0
3880,5023677,F,Y,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,32,4,No,0
3881,5023678,F,Y,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,32,4,No,0
3882,5023679,M,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,56,10,No,0
3883,5023681,F,N,Y,1,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,30,2,No,0
3884,5023682,F,N,Y,1,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,30,2,No,0
3885,5023683,F,N,Y,1,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,3,30,2,No,0
3886,5023684,M,Y,Y,0,279000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,56,11,No,0
3887,5023685,M,Y,Y,0,279000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,56,11,No,0
3888,5023687,M,Y,Y,0,279000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,56,11,No,0
3895,5023696,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,33,12,No,0
3896,5023697,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,33,12,No,0
3897,5023698,F,N,Y,0,117000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,33,12,No,0
3898,5023699,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,15,No,0
3899,5023700,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,15,No,0
3900,5023703,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,15,No,0
3901,5023705,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,15,No,0
3902,5023706,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,15,No,0
3903,5023707,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,15,No,0
3904,5023711,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,15,No,0
3905,5023712,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,15,No,0
3906,5023713,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,15,No,0
3907,5023714,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,48,15,No,0
3915,5023724,M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,0,No,0
3916,5023725,M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,0,No,0
3917,5023726,M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,0,No,0
3918,5023727,M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,0,No,0
3919,5023728,M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,0,No,0
3920,5023729,M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,0,No,0
3921,5023730,M,Y,N,1,495000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,0,No,0
3923,5023733,F,Y,Y,0,216000,Working,Higher education,Civil marriage,House / apartment,Accountants,2,41,3,No,0
3924,5023734,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,No,0
3925,5023735,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,No,0
3926,5023736,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,No,0
3927,5023737,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,No,0
3928,5023739,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,No,0
3929,5023743,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,No,0
3930,5023745,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,51,2,No,0
3931,5023748,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,31,4,No,0
